2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 12:05:02,681 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:05:02,682 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='tools/list', params=None, jsonrpc='2.0', id=1)
2025-04-15 12:05:02,682 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,683 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:02,683 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,684 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:02,684 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,686 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:05:02 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:05:02,686 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f "HTTP/1.1 202 Accepted"
2025-04-15 12:05:02,687 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,687 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:02,688 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:02,688 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:05:02,689 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:05:02,690 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:05:02,701 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=1, result={'tools': [{'name': 'get_current_location', 'description': 'Gets the current city', 'inputSchema': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}}]})
2025-04-15 12:05:02,702 - DEBUG - openai.agents  - Running agent Assistant (turn 1)
2025-04-15 12:05:02,920 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.ResponseSpanData object at 0x7fa4d4555c20> with id None
2025-04-15 12:05:02,921 - DEBUG - openai.agents  - Calling LLM gpt-4o with input:
[
  {
    "role": "user",
    "content": "Him what is my current location?"
  }
]
Tools:
[
  {
    "name": "get_current_location",
    "parameters": {
      "properties": {},
      "title": "get_current_locationArguments",
      "type": "object"
    },
    "strict": false,
    "type": "function",
    "description": "Gets the current city"
  }
]
Stream: False
Tool choice: required
Response format: NOT_GIVEN

2025-04-15 12:05:02,953 - DEBUG - openai._base_client  - Request options: {'method': 'post', 'url': '/responses', 'headers': {'User-Agent': 'Agents/Python 0.0.9'}, 'files': None, 'json_data': {'input': [{'role': 'user', 'content': 'Him what is my current location?'}], 'model': 'gpt-4o', 'include': [], 'instructions': 'Use the tools to answer the questions.', 'metadata': None, 'stream': False, 'tool_choice': 'required', 'tools': [{'name': 'get_current_location', 'parameters': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}, 'strict': False, 'type': 'function', 'description': 'Gets the current city'}]}}
2025-04-15 12:05:02,955 - DEBUG - httpcore.connection  - connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:05:03,072 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d457de90>
2025-04-15 12:05:03,072 - DEBUG - httpcore.connection  - start_tls.started ssl_context=<ssl.SSLContext object at 0x7fa4d44fd010> server_hostname='api.openai.com' timeout=5.0
2025-04-15 12:05:03,163 - DEBUG - httpcore.connection  - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d454d990>
2025-04-15 12:05:03,165 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:03,166 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:03,167 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:03,168 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:03,168 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:04,751 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 15 Apr 2025 12:05:05 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'4th-ir-hexyc9'), (b'x-request-id', b'req_84ee23e8c19ac4bba0faa279476231e8'), (b'openai-processing-ms', b'517'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=6olE9Lmv2q_AYBAexAYFI7jA4nhbYdONFb7zgSC5WGM-1744718705-1.0.1.1-k8sdriQ9Tl01sRxERxdrM55_iYgkJipiShoKN7LU1qNvYgh4TpeaZ_HnLnK2LXPQpuGMdBcgjdYD5bXrEq6wBdutQT_5PN54Z7X.bmy26.c; path=/; expires=Tue, 15-Apr-25 12:35:05 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=faOwJTAe2KUWU6sa.OmkFWCKYdvY3UdkxRmEoMtqflw-1744718705161-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'930b4f19beb065a1-LOS'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-15 12:05:04,755 - INFO - httpx  - HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2025-04-15 12:05:04,762 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:04,765 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:04,766 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:04,767 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:05:04,768 - DEBUG - openai._base_client  - HTTP Request: POST https://api.openai.com/v1/responses "200 OK"
2025-04-15 12:05:04,792 - DEBUG - openai.agents  - LLM resp:
[
  {
    "arguments": "{}",
    "call_id": "call_jeo6gt6CyoG4Xo7udAsLnENo",
    "name": "get_current_location",
    "type": "function_call",
    "id": "fc_67fe4b70dec0819291402a8e515e75700779c502145b4963",
    "status": "completed"
  }
]

2025-04-15 12:05:04,793 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.FunctionSpanData object at 0x7fa4d4542bd0> with id None
2025-04-15 12:05:04,794 - DEBUG - openai.agents  - Invoking MCP tool get_current_location with input {}
2025-04-15 12:05:04,794 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='tools/call', params={'name': 'get_current_location', 'arguments': {}}, jsonrpc='2.0', id=2)
2025-04-15 12:05:04,796 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:04,796 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:04,797 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:04,797 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:04,798 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:04,804 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:05:04 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:05:04,805 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f "HTTP/1.1 202 Accepted"
2025-04-15 12:05:04,806 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:04,806 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:04,806 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:04,807 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:05:04,807 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:05:04,808 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:05:04,808 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=2, result={'content': [{'type': 'text', 'text': 'Chicago'}], 'isError': False})
2025-04-15 12:05:04,809 - DEBUG - openai.agents  - MCP tool get_current_location returned meta=None content=[TextContent(type='text', text='Chicago', annotations=None)] isError=False
2025-04-15 12:05:04,809 - DEBUG - openai.agents  - Running agent Assistant (turn 2)
2025-04-15 12:05:04,809 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.ResponseSpanData object at 0x7fa4d4557ed0> with id None
2025-04-15 12:05:04,810 - DEBUG - openai.agents  - Calling LLM gpt-4o with input:
[
  {
    "role": "user",
    "content": "Him what is my current location?"
  },
  {
    "arguments": "{}",
    "call_id": "call_jeo6gt6CyoG4Xo7udAsLnENo",
    "name": "get_current_location",
    "type": "function_call",
    "id": "fc_67fe4b70dec0819291402a8e515e75700779c502145b4963",
    "status": "completed"
  },
  {
    "call_id": "call_jeo6gt6CyoG4Xo7udAsLnENo",
    "output": "{\"type\":\"text\",\"text\":\"Chicago\",\"annotations\":null}",
    "type": "function_call_output"
  }
]
Tools:
[
  {
    "name": "get_current_location",
    "parameters": {
      "properties": {},
      "title": "get_current_locationArguments",
      "type": "object"
    },
    "strict": false,
    "type": "function",
    "description": "Gets the current city"
  }
]
Stream: False
Tool choice: NOT_GIVEN
Response format: NOT_GIVEN

2025-04-15 12:05:04,812 - DEBUG - openai._base_client  - Request options: {'method': 'post', 'url': '/responses', 'headers': {'User-Agent': 'Agents/Python 0.0.9'}, 'files': None, 'json_data': {'input': [{'role': 'user', 'content': 'Him what is my current location?'}, {'arguments': '{}', 'call_id': 'call_jeo6gt6CyoG4Xo7udAsLnENo', 'name': 'get_current_location', 'type': 'function_call', 'id': 'fc_67fe4b70dec0819291402a8e515e75700779c502145b4963', 'status': 'completed'}, {'call_id': 'call_jeo6gt6CyoG4Xo7udAsLnENo', 'output': '{"type":"text","text":"Chicago","annotations":null}', 'type': 'function_call_output'}], 'model': 'gpt-4o', 'include': [], 'instructions': 'Use the tools to answer the questions.', 'metadata': None, 'stream': False, 'tools': [{'name': 'get_current_location', 'parameters': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}, 'strict': False, 'type': 'function', 'description': 'Gets the current city'}]}}
2025-04-15 12:05:04,814 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:04,815 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:04,815 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:04,815 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:04,816 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:05,309 - DEBUG - httpcore.connection  - connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:05:05,483 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7fa4d45c24d0>
2025-04-15 12:05:05,484 - DEBUG - httpcore.connection  - start_tls.started ssl_context=<ssl.SSLContext object at 0x7fa4d6a0d9a0> server_hostname='api.openai.com' timeout=5.0
2025-04-15 12:05:05,650 - DEBUG - httpcore.connection  - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7fa4d45c2590>
2025-04-15 12:05:05,651 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:05,651 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:05,652 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:05,652 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:05,652 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:05,708 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 15 Apr 2025 12:05:06 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'4th-ir-hexyc9'), (b'x-request-id', b'req_74745b7b44ecd8e8b50b45e03bec69f5'), (b'openai-processing-ms', b'579'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'930b4f23fd2b65a1-LOS'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-15 12:05:05,709 - INFO - httpx  - HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2025-04-15 12:05:05,711 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:05,711 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:05,712 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:05,713 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:05:05,713 - DEBUG - openai._base_client  - HTTP Request: POST https://api.openai.com/v1/responses "200 OK"
2025-04-15 12:05:05,717 - DEBUG - openai.agents  - LLM resp:
[
  {
    "id": "msg_67fe4b71d55881928e29696ed97aa99a0779c502145b4963",
    "content": [
      {
        "annotations": [],
        "text": "You are currently in Chicago.",
        "type": "output_text"
      }
    ],
    "role": "assistant",
    "status": "completed",
    "type": "message"
  }
]

2025-04-15 12:05:05,718 - DEBUG - openai.agents  - Resetting current trace
2025-04-15 12:05:05,718 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:05:05,719 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,719 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,720 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0004500340000959113}
2025-04-15 12:05:05,720 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "command": "{\"find\": \"conversations\", \"filter\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"limit\": 1, \"singleBatch\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"xDyEiA3TR5ichDEFxQRsIQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\"}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 1189641421, "operationId": 1189641421, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,721 - DEBUG - pymongo.command  - {"message": "Command succeeded", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "durationMS": 1.1139999999999999, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}}], \"ns\": \"mcp-agent-database.conversations\"}, \"ok\": 1.0}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 1189641421, "operationId": 1189641421, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,722 - DEBUG - pymongo.connection  - {"message": "Connection checked in", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 12:05:05,722 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "<function writable_server_selector at 0x7fa4de396b60>", "operation": "update", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:05:05,723 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x7fa4de396b60>", "operation": "update", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,723 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:05,724 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0004279320000932785}
